id_festival,nom_manifestation,date_debut,date_fin,site_web,tarif_pass,lieu_principal,codeINSEE,domaine,sous_domaine,nbPassTotal
971,FESTIVAL DYNAMIC,2024-06-09,2024-06-10,www.lanuitelectro.org,21,MONTLUCON,03185,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,105
972,FESTIVAL ECLATS DE VOIX A AUCH,2024-06-12,2024-06-18,,10,AUCH,32013,MUSIQUES ACTUELLES,CHANSON,52
973,FESTIVAL ECLATS DE VOIX EN BOCAGE BRESSUIRAIS,2024-10-07,2024-10-22,www.voix-danses.fr,11,BRESSUIRE,79049,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,129
974,FESTIVAL ECRETTEVILLE LES BAONS,2024-07-01,2024-07-01,https://lestroubadoursalarue.fr/,15,ECRETTEVILLE LES BAONS,76225,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,58
975,Festival Eldorado,2024-04-24,2024-04-28,http://theatredelorient.fr/festival-eldorado/,14,LORIENT,56121,THÉÂTRE,THÉÂTRE,300
976,FESTIVAL ELECTR()CUTION,2024-03-20,2024-03-23,www.ensemblesillages.com,14,BREST,29019,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",264
977,FESTIVAL EMERGENCES,2024-11-09,2024-11-17,www.festivalemergences.fr,9,TOURS,37261,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",149
978,FESTIVAL EN ARC,2024-09-15,2024-09-24,www.festivalenarc.fr,16,ARC LES GRAY,70026,THÉÂTRE,THÉÂTRE,166
979,Festival en Bastides,2024-07-31,2024-08-05,http://espaces-culturels.fr/festival-en-bastides-2018/,28,MONT DE MARSAN,40192,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,101
980,FESTIVAL EN OTHE,2024-07-04,2024-07-22,www.festivalenothe.org,9,Aix en Othe,10003,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,189
981,Festival Entrevues de Belfort,2024-11-18,2024-11-26,www.festival-entrevues.com,18,BELFORT,90010,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,206
982,Festival Époque,2024-05-17,2024-05-19,http://caen.fr/epoque,8,CAEN,14118,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,191
983,FESTIVAL ESTIVAL DE TRELAZE,2024-06-24,2024-09-02,http://www.trelaze.fr/,11,TRELAZE,49353,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,180
984,FESTIVAL EUROPEEN DE MUSIQUE RENAISSANCE,2024-09-29,2024-10-01,www.vinci-closluce.com,9,AMBOISE,37003,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,95
985,"Festival européen des Artistes de cirque, Saint-Paul-lès-Dax",2024-11-09,2024-11-12,https://www.festivalcirquesaintpaul.com/,16,ST Paul les Dax,40279,CIRQUE ET ARTS DE LA RUE,CIRQUE,233
986,Festival européen du film court de Brest,2024-11-07,2024-11-12,www.filmcourt.fr,25,BREST,29019,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,103
987,Festival européen du film fantastique de Strasbourg,2024-09-15,2024-09-24,www.strasbourgfestival.com,25,STRASBOURG,67482,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,172
988,FESTIVAL EUROPÉEN JEUNES TALENTS,2024-07-02,2024-07-22,www.jeunes-talents.org,30,PARIS,75101,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,192
989,FESTIVAL FAITS D'HIVER,2024-01-15,2024-02-21,www.faitsdhiver.com,22,PARIS,75101,DANSE,DANSE CONTEMPORAINE,283
990,FESTIVAL FEMME(S),2024-11-08,2024-11-12,lepax.fr/,18,ST ETIENNE,42218,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,147
991,FESTIVAL FERTE JAZZ,2024-06-29,2024-07-02,www.fertejazz.com,33,La Ferte sous Jouarre,77183,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",97
992,FESTIVAL FESTIN DE PIERRES,2024-09-16,2024-09-17,www.festindepierres.com,21,ST JEAN DE VEDAS,34270,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,98
993,Festival Filmer le travail,2024-02-09,2024-02-18,http://filmerletravail.org/,24,POITIERS,86194,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,299
994,FESTIVAL FISEL,2024-08-24,2024-08-27,www.fisel.org,31,ROSTRENEN,22266,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,183
995,FESTIVAL FLAMENCO AZUL,2024-04-18,2024-05-05,www.festivalflamenco-azul.com,30,AIX EN PROVENCE,13001,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,120
996,FESTIVAL FLAMENCO DE TOULOUSE,2024-04-04,2024-04-14,www.festival-flamenco-toulouse.fr,22,TOULOUSE,31555,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,136
997,FESTIVAL FLOREAL MUSICAL,2024-04-30,2024-05-11,https://www.lorraineaucoeur.com,17,EPINAL,88160,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,175
998,FESTIVAL FOUS D'ARCHET,2024-03-17,2024-04-13,http://www.arpalhands.org,19,Colomiers,31149,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,281
999,Festival Fumetti,2024-06-16,2024-06-18,http://www.maisonfumetti.fr/,11,NANTES,44109,LIVRE ET LITTÉRATURE,BANDE DESSINÉE,291
1000,Festival Go Ba's,2024-08-26,2024-08-26,www.festivalgobas.com,14,Bourbon l Archambault,03036,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,292
1001,FESTIVAL GRANGE,2024-09-01,2024-09-10,http://www.chantmorin.com,31,BERGERES SOUS MONTMIRAIL,51050,MUSIQUES ACTUELLES,CHANSON,267
1002,FESTIVAL GRENAD'IN,2024-10-15,2024-10-16,https://fr-fr.facebook.com/grenadin.schoolfest/,28,GRENADE,31232,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,272
1003,FESTIVAL HARMONICA AMPOIGNE,2024-09-16,2024-09-17,https://www.festival-harmonica-ampoigne.com/,11,Ampoigne,53004,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,140
1004,FESTIVAL HARPE EN AVESNOIS,2024-02-27,2024-03-10,http://www.harpeenavesnois.com,28,MAUBEUGE,59392,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,153
1005,FESTIVAL HAUTES TERRES,2024-06-23,2024-06-25,www.festivalhautesterres.fr,13,ST FLOUR,15187,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,236
1006,FESTIVAL HILLBILLY BOP,2024-10-13,2024-10-15,www.festival-hillbilly-bop.com,24,Rouziers de Touraine,37204,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,272
1007,Festival Hip Hop évolution,2024-03-01,2024-03-09,https://fr-fr.facebook.com/hiphopevolutionmayotte/,27,BANDRABOUA,97602,DANSE,DANSES URBAINES,271
1008,FESTIVAL HIPPOCAMPUS,2024-05-24,2024-05-25,http://www.festival-hippocampus.com,9,CLERMONT FERRAND,63113,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,283
1009,FESTIVAL HISTOIRE D'EN RIRE,2024-04-27,2024-04-27,http://www.mairie-neuvecelle.fr/,17,Neuvecelle,74200,DIVERS SPECTACLE VIVANT,HUMOUR,76
1010,Festival Histoires de cinéma,2024-11-10,2024-11-18,www.lacinemathequedetoulouse.com,11,TOULOUSE,31555,CINÉMA ET AUDIOVISUEL,PATRIMOINE CINÉMATOGRAPHIQUE,137
1011,FESTIVAL HOLTZI,2024-05-24,2024-06-26,www.festivalholtzi.fr,19,HOLTZHEIM,67212,DIVERS SPECTACLE VIVANT,HUMOUR,56
1012,FESTIVAL HUMOUR AU FEMININ A MARTIGNAS SUR JALLE,2024-03-02,2024-03-31,http://www.bordeaux-metropole.fr/Agenda/Festival-Humour-au-Feminin,16,MARTIGNAS SUR JALLE,33273,DIVERS SPECTACLE VIVANT,HUMOUR,289
1013,FESTIVAL HUMOUR BOEUF THEATRE,2024-09-09,2024-10-14,http://www.theatre-tribunal.fr/team-view/boeuf-theatre/,21,ANTIBES,06004,DIVERS SPECTACLE VIVANT,HUMOUR,100
1014,Festival ICI&LA,2024-01-23,2024-02-10,http://laplacedeladanse.com/icietla2019,8,TOULOUSE,31555,DANSE,DANSE CONTEMPORAINE,238
1015,FESTIVAL IMAG'IN,2024-09-29,2024-09-30,,18,TOURS,37261,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,245
1016,Festival Impatience,2024-12-05,2024-12-13,http://www.festivalimpatience.fr/,12,PARIS,75101,THÉÂTRE,THÉÂTRE,116
1017,FESTIVAL IMPRESSIONS VISUELLES ET SONORES,2024-09-30,2024-09-30,www.impressionsvisuellesetsonores.fr,9,MARSEILLE,13201,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,269
1018,FESTIVAL INDIGENES,2024-06-02,2024-06-04,http://www.stereolux.org,17,NANTES,44109,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,83
1019,Festival Interceltique de Lorient,2024-08-04,2024-08-13,www.festival-interceltique.bzh,12,LORIENT,56121,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,211
1020,Festival international dArt Lyrique dAix-en-Provence,2024-07-03,2024-07-22,www.festival-aix.com,33,AIX EN PROVENCE,13001,MUSIQUES CLASSIQUES,LYRIQUE ET CHORAL,94
1021,FESTIVAL INTERNATIONAL DART SACRÉ DANTIBES,2024-09-16,2024-09-30,http://www.antibesjuanlespins.com/fr/evenements/festival-d%E2%80%99art-sacr%C3%A9,10,ANTIBES,06004,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,130
1022,Festival international dopéra baroque,2024-07-07,2024-07-30,www.festivalbeaune.com,33,BEAUNE,21054,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,80
1023,Festival international de cinéma d'animation de Pontarlier,2024-03-26,2024-03-31,https://www.ccjb.fr/,10,PONTARLIER,25462,CINÉMA ET AUDIOVISUEL,ANIMATION,297
1024,Festival international de cinéma Du grain à démoudre,2024-11-18,2024-11-26,http://dugrainademoudre.net/,18,Gonfrevillel Orcher,76305,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,225
1025,FESTIVAL INTERNATIONAL DE COLMAR,2024-07-05,2024-07-15,www.festival-colmar.com,30,COLMAR,68066,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,96
1026,Festival international de Contis,2024-06-22,2024-06-26,http://www.cinema-contis.fr/1.aspx,16,ST Julien en Born,40266,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,73
1027,FESTIVAL INTERNATIONAL DE FOLKLORE A PORT SUR SAONE,2024-07-29,2024-08-04,http://www.festivalportsursaone.com,14,Port Sur Saone,70421,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,89
1028,FESTIVAL INTERNATIONAL DE FOLKLORE DE CHÂTEAU-GOMBERT,2024-07-08,2024-07-14,www.roudelet-felibren.com,20,MARSEILLE,13201,DANSE,DANSES DU MONDE ET TRADITIONNELLES,284
1029,Festival international de géographie,2024-10-04,2024-10-06,http://www.fig.saint-die-des-vosges.fr/,30,ST Die des Vosges,88413,LIVRE ET LITTÉRATURE,SCIENCES HUMAINES ET SOCIALES,73
1030,FESTIVAL INTERNATIONAL DE GUITARE DE LAMBESC,2024-06-26,2024-07-01,http://www.festivalguitare-lambesc.com,15,Lambesc,13050,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,212
1031,FESTIVAL INTERNATIONAL DE LABBAYE DE SYLVANÈS,2024-07-09,2024-08-27,www.sylvanes.com,11,Sylvanes,12274,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,111
1032,Festival International de la Bande Dessinée,2024-01-25,2024-01-28,http://www.bdangouleme.com/,28,ANGOULEME,16015,LIVRE ET LITTÉRATURE,BANDE DESSINÉE,198
1033,Festival international de la BD de Chambéry,2024-10-04,2024-10-06,www.chamberybd.fr,22,CHAMBERY,73065,LIVRE ET LITTÉRATURE,BANDE DESSINÉE,166
1034,Festival International de la Photo Animalière et de Nature,2024-11-14,2024-11-17,https://www.photo-montier.org/,8,MONTIER EN DER,52331,ARTS PLASTIQUES ET VISUELS,PHOTOGRAPHIE,166
1035,FESTIVAL INTERNATIONAL DE MODE ET DE PHOTOGRAPHIE DE HYERES,2024-04-25,2024-04-29,www.villanoailles-hyeres.com,15,HYERES,83069,ARTS PLASTIQUES ET VISUELS,MODE ET PHOTOGRAPHIE,269
1036,Festival international de musique de Besançon Franche-Comté,2024-09-08,2024-09-17,www.festival-besancon.com,8,BESANCON,25056,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,54
1037,Festival International de Musique de Chambre de Salon-de-Provence,2024-07-26,2024-08-09,https://festival-salon.fr/fr,31,SALON DE PROVENCE,13103,MUSIQUES CLASSIQUES,MUSIQUE DE CHAMBRE,181
1038,Festival International de Musique de Dinard,2024-08-06,2024-08-19,http://www.festival-music-dinard.com/,9,DINARD,35093,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,266
1039,FESTIVAL INTERNATIONAL DE MUSIQUE D'HYERES,2024-09-14,2024-09-17,www.festivalhyeres.org,11,HYERES,83069,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,281
1040,FESTIVAL INTERNATIONAL DE MUSIQUE SACREE DE LOURDES,2024-04-13,2024-04-22,www.festivaldelourdes.fr,24,Lourdes,65286,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,131
1041,Festival International de Théâtre de Rue d'Aurillac,2024-08-21,2024-08-24,https://www.aurillac.net/index.php/fr/le-festival-d-aurillac/programmation,31,AURILLAC,15014,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,179
1042,FESTIVAL INTERNATIONAL DES ARTS DE BORDEAUX MÉTROPOLE (FAB),2024-10-07,2024-10-25,www.fab.festivalbordeaux.com,10,BORDEAUX,33063,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,255
1043,Festival international des cinémas dAsie,2024-02-06,2024-02-13,http://www.cinemas-asie.com,27,VESOUL,70550,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,295
1044,Festival international des cinémas de Guerre War on screen,2024-10-05,2024-10-09,www.cjcinema.org,24,CHALONS EN CHAMPAGNE,51108,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,222
1045,Festival international des écrits de femmes,2024-10-14,2024-10-15,http://ecritsdefemmes.fr/,12,St  SAUVEUR EN PUISAYE,89368,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,209
1046,Festival international des Jardins de Chaumont-sur-Loire,2024-04-25,2024-11-03,http://www.domaine-chaumont.fr/fr/festival-international-des-jardins,13,Chaumont sur Loire,41045,DOMAINES DIVERS,JARDINS,148
1047,FESTIVAL INTERNATIONAL DES MUSIQUES JUIVES DE LYON,2024-11-11,2024-11-25,www.espace-hillel.com,34,LYON,69381,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,72
1048,Festival international d'opéra baroque de Beaune,2024-07-07,2024-07-30,https://www.festivalbeaune.com/,31,Beaune,21054,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,153
1049,Festival international d'orgues de Chartres,2024-07-09,2024-09-03,http://www.orgues-chartres.org/,16,CHARTRES,28085,MUSIQUES CLASSIQUES,BAROQUE ET ANCIEN,153
1050,Festival international du cinéma fantastique de Gérardmer,2024-01-31,2024-02-04,www.festival-gerardmer.com,8,GERARDMER,88196,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,254
1051,Festival international du cinéma méditerranéen de Montpellier (CINEMED),2024-10-20,2024-10-28,http://www.cinemed.tm.fr/,19,MONTPELLIER,34172,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,225
1052,Festival international du cirque de Bayeux,2024-03-27,2024-03-31,www.festivalcirquebayeux.fr,14,BAYEUX,14047,CIRQUE ET ARTS DE LA RUE,CIRQUE,186
1053,Festival international du cirque de Grenoble,2024-11-14,2024-11-24,https://www.gcproductions.fr/,21,GRENOBLE,38185,CIRQUE ET ARTS DE LA RUE,CIRQUE,226
1054,Festival international du cirque de Massy,2024-01-11,2024-01-14,https://www.cirque-massy.com/,34,MASSY,91377,CIRQUE ET ARTS DE LA RUE,CIRQUE,239
1055,FESTIVAL INTERNATIONAL DU CIRQUE DES MUREAUX,2024-10-14,2024-10-15,www.lesmureaux.fr/Festival-du-Cirque/10254/,33,LES MUREAUX,78440,CIRQUE ET ARTS DE LA RUE,CIRQUE,179
1056,Festival international du Cirque du Val d'Oise,2024-10-04,2024-10-06,http://www.cirqueduvaldoise.fr,21,Domont,95199,CIRQUE ET ARTS DE LA RUE,CIRQUE,77
1057,Festival International du conte Paul Henri Gérard,2024-11-03,2024-11-11,https://zigzagprod.fr/,26,MANA,97306,DIVERS SPECTACLE VIVANT,CONTE,92
1058,Festival international du court métrage de Lille,2024-09-17,2024-09-24,www.festivalducourt-lille.com,8,LILLE,59350,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,78
1059,Festival international du documentaire de Marseille (FID),2024-07-11,2024-07-17,www.fidmarseille.org,26,MARSEILLE,13201,CINÉMA ET AUDIOVISUEL,DOCUMENTAIRE,223
1060,FESTIVAL INTERNATIONAL DU FILM AVENTURE & DECOUVERTE,2024-04-15,2024-04-18,http://www.festival-aventure-et-decouverte.com/,12,VAL D ISERE,73303,CINÉMA ET AUDIOVISUEL,DOCUMENTAIRE,132
1061,Festival International du Film d'Amiens,2024-11-10,2024-11-18,http://www.filmfestamiens.org/,22,AMIENS,80021,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,65
1062,Festival International du Film d'Animation - Les Nuits Magiques - Bègles,2024-11-29,2024-12-10,www.lesnuitsmagiques.fr,33,Begles,33039,CINÉMA ET AUDIOVISUEL,ANIMATION,177
1063,Festival international du film d'animation d'Annecy,2024-06-10,2024-06-15,www.annecy.org,30,ANNECY,74010,CINÉMA ET AUDIOVISUEL,ANIMATION,180
1064,Festival international du film d'Aubagne,2024-03-18,2024-03-23,www.aubagne-filmfest.fr,24,AUBAGNE,13005,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,221
1065,Festival international du film de Cannes,2024-05-14,2024-05-25,www.festival-cannes.org,17,CANNES,06029,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,218
1066,Festival International du Film de comédie de lAlpe dHuez,2024-01-16,2024-01-21,http://www.festival-alpedhuez.com,12,HUEZ,38191,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,95
1067,Festival international du film de femmes de Créteil,2024-03-22,2024-03-30,www.filmsdefemmes.com,25,CRETEIL,94028,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,174
1068,Festival International du Film de La Rochelle,2024-06-30,2024-07-09,http://www.festival-larochelle.org,31,LA ROCHELLE,17300,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,300
1069,Festival international du film de La Roche-sur-Yon,2024-10-16,2024-10-22,https://www.fif-85.com/fr/,20,LA ROCHE SUR YON,85191,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,219
1070,Festival international du film de Nancy,2024-08-23,2024-09-03,https://www.fifnl.com/,9,NANCY,54395,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,276
1071,Festival International du Film de Vebron,2024-07-18,2024-07-22,www.festivalvebron.fr,26,Vebron,48193,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,212
1072,Festival international du film d'éducation,2024-12-05,2024-12-09,https://festivalfilmeduc.net/,12,EVREUX,27229,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,282
1073,Festival international du film d'histoire de Pessac,2024-11-20,2024-11-27,https://www.cinema-histoire-pessac.com/,34,PESSAC,33318,DOMAINES DIVERS,HISTOIRE ET PATRIMOINE,248
1074,Festival international du film documentaire océanien (FIFO),2024-02-03,2024-02-11,https://www.fifotahiti.com/,31,PAPEETE,98735,CINÉMA ET AUDIOVISUEL,DOCUMENTAIRE,52
1075,Festival international du film Grolandais de Toulouse,2024-09-15,2024-09-24,www.fifigrot.com,10,TOULOUSE,31555,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,223
1076,Festival International du Film Indépendant de Bordeaux,2024-10-10,2024-10-16,www.fifib.com,24,BORDEAUX,33063,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,116
1077,Festival international du film insulaire,2024-08-23,2024-08-27,www.filminsulaire.com,18,GROIX,56069,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,230
1078,Festival International du Film Nancy-Lorraine,2024-08-25,2024-09-03,www.fifnl.com,22,NANCY,54395,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,76
1079,Festival International du Film Policier de Beaune,2024-04-03,2024-04-07,www.beaunefestivalpolicier.com,25,Beaune,21054,CINÉMA ET AUDIOVISUEL,FILM POLICIER,148
1080,Festival international du goéland masqué,2024-06-08,2024-06-10,https://goelandmasque.fr/,14,Penmarch,29158,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,259
1081,Festival international du grand reportage / FIGRA,2024-03-13,2024-03-17,http://www.figra.fr/,35,ST OMER,62765,CINÉMA ET AUDIOVISUEL,DOCUMENTAIRE,284
1082,Festival International du Livre d'Art et du Film (FILAF),2024-06-17,2024-06-23,https://www.filaf.com/,21,PERPIGNAN,66136,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE,61
1083,Festival international du premier film d'Annonay,2024-02-09,2024-02-19,www.annonaypremierfilm.org,32,ANNONAY,07010,CINÉMA ET AUDIOVISUEL,PREMIERS FILMS,212
1084,Festival international du roman noir (FIRN),2024-06-28,2024-06-30,www.firn-frontignan.fr,35,FRONTIGNAN,34108,LIVRE ET LITTÉRATURE,LITTÉRATURE POLICIÈRE,74
1085,FESTIVAL INTERNATIONAL JAZZ A MEGEVE,2024-03-28,2024-03-30,https://www.jazzamegeve.com,18,MEGEVE,74173,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",210
1086,FESTIVAL INVISIBLE,2024-11-14,2024-11-19,www.festivalinvisible.com,11,BREST,29019,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,300
1087,FESTIVAL JACQUES BREL,2024-09-29,2024-10-17,www.theatre-edwige-feuillere.fr,33,VESOUL,70550,MUSIQUES ACTUELLES,CHANSON,145
1088,FESTIVAL JAZZ A VAUVERT,2024-07-07,2024-07-08,,9,Vauvert,30341,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",99
1089,FESTIVAL JAZZ AND BLUES DE THOMERY,2024-06-08,2024-06-08,,8,Thomery,77463,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",135
1090,FESTIVAL JAZZ DU VIGAN,2024-04-26,2024-04-27,www.jazzajunas.fr/,27,Le VIGAN,30350,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",70
1091,Festival Jean Carmet,2024-10-11,2024-10-17,www.cinebocage.com,17,Moulins,03190,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,135
1092,FESTIVAL JEAN DE LA FONTAINE,2024-05-26,2024-06-18,http://www.festival-jeandelafontaine.com,24,CHATEAU THIERRY,02168,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,73
1093,FESTIVAL JEAN FERRAT,2024-07-21,2024-07-23,www.jean-ferrat-antraigues.com,24,ANTRAIGUES,07011,MUSIQUES ACTUELLES,CHANSON,279
1094,FESTIVAL JEAN FERRAT A CHIRENS,2024-05-31,2024-06-02,,24,Chirens,38105,MUSIQUES ACTUELLES,CHANSON,91
1095,Festival Jean Rouch,2024-11-04,2024-11-11,http://www.comitedufilmethnographique.com/,24,PARIS,75101,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,57
1096,Festival Jours [et nuits] de cirque(s),2024-09-15,2024-09-24,www.joursetnuitsdecirques.fr,30,AIX EN PROVENCE,13001,CIRQUE ET ARTS DE LA RUE,CIRQUE,272
1097,FESTIVAL KLEG (EN ARWEN),2024-05-03,2024-05-05,www.en-arwen.com,20,Cleguerec,56041,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,84
1098,FESTIVAL LA CORDE RAIDE,2024-02-29,2024-03-02,https://pontdzic.com,23,Pontchateau,44129,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,226
1099,Festival L'ACCORDÉON,2024-08-11,2024-08-13,www.fetedelaccordeon.com,32,SAULIEU,21584,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,165
1100,Festival L'autre Cirque,2024-04-13,2024-04-14,https://www.ladrome.fr/festival-lautre-cirque-0,28,Eurre,26125,CIRQUE ET ARTS DE LA RUE,CIRQUE,76
1101,Festival Le Court en dit long - Paris,2024-06-05,2024-06-10,www.cwb.fr,26,PARIS,75101,CINÉMA ET AUDIOVISUEL,COURTS-MÉTRAGES,153
1102,FESTIVAL LE MILLESIME,2024-10-07,2024-10-22,www.lemillesime.fr,28,GRENOBLE,38185,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,141
1103,FESTIVAL LEGEND'AIR,2024-11-25,2024-11-25,www.legendair.fr,28,Lesneven,29124,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,79
1104,FESTIVAL LES AERIENNES,2024-08-12,2024-08-13,https://www.lesaeriennes.com,10,MENDE,48095,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,257
1105,Festival Les Antiques de Glanum,2024-07-21,2024-07-23,,10,ST REMY DE PROVENCE,13100,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,134
1106,FESTIVAL LES ARLEQUINS,2024-04-17,2024-04-20,https://www.cholet.fr/welcome/arlequins.php,33,CHOLET,49099,THÉÂTRE,THÉÂTRE AMATEUR,186
1107,Festival Les Carnets,2024-06-29,2024-06-30,https://festivalcarnets.com/,14,LA ROQUE D ANTHERON,13084,LIVRE ET LITTÉRATURE,ARTS DU CARNET,73
1108,Festival Les Egaluantes,2024-12-01,2024-12-03,http://www.lesegaluantes.com/,18,CARENTAN LES MARAIS,50099,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,104
1109,Festival Les Emancipéés,2024-03-19,2024-03-24,https://www.festival-lesemancipees.bzh/,16,VANNES,56260,TRANSDISCIPLINAIRE,LITTÉRATURE ET CHANSON,185
